contentid,contenttypeid,roomcode,roomtitle,roomsize1,roomcount,roombasecount,roommaxcount,roomoffseasonminfee1,roomoffseasonminfee2,roompeakseasonminfee1,roompeakseasonminfee2,roomintro,roombathfacility,roombath,roomhometheater,roomaircondition,roomtv,roompc,roomcable,roominternet,roomrefrigerator,roomtoiletries,roomsofa,roomcook,roomtable,roomhairdryer,roomsize2,roomimg1,roomimg1alt,cpyrhtDivCd1,roomimg2,roomimg2alt,cpyrhtDivCd2,roomimg3,roomimg3alt,cpyrhtDivCd3,roomimg4,roomimg4alt,cpyrhtDivCd4,roomimg5,roomimg5alt,cpyrhtDivCd5
2465071,32,46591,사랑채 아랫방,0,0,2,2,80000,80000,80000,80000,,,,,Y,Y,,Y,Y,Y,Y,,,Y,Y,0,http://tong.visitkorea.or.kr/cms/resource/16/2626216_image2_1.jpg,경북_안동_가경재_사랑채(아랫방)03,Type3,http://tong.visitkorea.or.kr/cms/resource/15/2626215_image2_1.jpg,경북_안동_가경재_사랑채(아랫방)02,Type3,http://tong.visitkorea.or.kr/cms/resource/14/2626214_image2_1.jpg,경북_안동_가경재_사랑채(아랫방)01,Type3,,,,,,
2465071,32,46593,군불 황토 아랫방,0,0,3,3,100000,100000,100000,100000,,,,,Y,Y,,Y,Y,Y,Y,,,Y,Y,0,http://tong.visitkorea.or.kr/cms/resource/23/2626223_image2_1.jpg,경북_안동_가경재_군불황토(아랫방)05,Type3,http://tong.visitkorea.or.kr/cms/resource/22/2626222_image2_1.jpg,경북_안동_가경재_군불황토(아랫방)04,Type3,http://tong.visitkorea.or.kr/cms/resource/19/2626219_image2_1.jpg,경북_안동_가경재_군불황토(아랫방)01,Type3,,,,,,
142785,32,11432,스탠다드 더블,7,0,2,2,98000,98000,98000,98000,"※ 위 정보는 2021년 08월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,Y,Y,Y,,,,Y,23,,,,,,,,,,,,,,,
142785,32,11433,스탠다드 트윈,10,0,2,2,108000,108000,108000,108000,"※ 위 정보는 2021년 08월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,Y,Y,Y,,,,Y,33,,,,,,,,,,,,,,,
142785,32,43642,디럭스 더블,10,0,2,0,108000,108000,108000,108000,"※ 위 정보는 2021년 08월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,,Y,33,,,,,,,,,,,,,,,
142785,32,11431,주니어 스위트,0,0,3,3,128000,128000,128000,128000,"※ 위 정보는 2021년 08월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,Y,,Y,Y,,Y,Y,Y,Y,Y,,,Y,0,,,,,,,,,,,,,,,
142785,32,11430,로얄 스위트,10,0,3,3,138000,138000,138000,138000,"※ 위 정보는 2021년 08월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,,Y,33,,,,,,,,,,,,,,,
2671267,32,51712,아쟁,0,0,2,4,60000,90000,60000,70000,,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,,0,,,,,,,,,,,,,,,
2671267,32,51713,해금,0,0,2,3,50000,70000,50000,70000,,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y,0,,,,,,,,,,,,,,,
2671267,32,51714,비파,0,0,2,3,50000,70000,50000,70000,,Y,,,Y,Y,,Y,Y,Y,Y,,,Y,Y,0,,,,,,,,,,,,,,,
2671267,32,51715,거문고,0,0,2,5,80000,110000,80000,110000,,Y,,,Y,Y,,,Y,Y,Y,,,Y,Y,0,,,,,,,,,,,,,,,
2671267,32,51716,가야금,0,0,2,5,80000,110000,80000,110000,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
2627867,32,53284,살림채,0,0,25,35,630000,900000,0,0,,,,,Y,Y,,,Y,Y,Y,,Y,,Y,0,,,,,,,,,,,,,,,
2627867,32,53285,별서정,0,0,25,35,585000,990000,0,0,,,,,Y,Y,,,Y,Y,Y,,Y,,Y,0,,,,,,,,,,,,,,,
2627867,32,53286,강빛바람,0,0,20,25,435000,650000,0,0,,,,,Y,Y,,,Y,Y,Y,,Y,,Y,0,,,,,,,,,,,,,,,
2627867,32,53287,가람나무 101/102,0,0,0,0,191400,330000,0,0,,,,,Y,Y,,,Y,Y,Y,,Y,,Y,0,,,,,,,,,,,,,,,
2627867,32,53288,가람나무 301/302,0,0,10,15,226200,385000,0,0,,,,,Y,Y,,,Y,Y,Y,,Y,,Y,0,,,,,,,,,,,,,,,
2627867,32,53289,별채 101/102/201/202/203,0,0,2,4,87000,165000,0,0,,,,,Y,Y,,,Y,Y,Y,,Y,,Y,0,,,,,,,,,,,,,,,
2627867,32,53290,별채 204,0,0,5,10,147900,230000,0,0,,,,,Y,Y,,,Y,Y,Y,,Y,,Y,0,,,,,,,,,,,,,,,
1865597,32,,별채A,5,0,4,7,100000,100000,100000,100000,,,,,Y,Y,,,Y,Y,Y,,Y,,Y,17,http://tong.visitkorea.or.kr/cms/resource/28/2579428_image2_1.jpg,경북_안동_가람초연재_별채A_1,Type3,http://tong.visitkorea.or.kr/cms/resource/29/2579429_image2_1.jpg,경북_안동_가람초연재_별채A_2,Type3,http://tong.visitkorea.or.kr/cms/resource/31/2579431_image2_1.jpg,경북_안동_가람초연재_별채A_3,Type3,http://tong.visitkorea.or.kr/cms/resource/21/2965521_image2_1.JPG,가람초연재_별채A,Type1,,,
1865597,32,,사랑채,4,0,4,6,100000,100000,100000,100000,,,,,,Y,,,Y,,Y,,Y,,Y,14,http://tong.visitkorea.or.kr/cms/resource/39/2579439_image2_1.jpg,경북_안동_가람초연재_사랑채1,Type3,http://tong.visitkorea.or.kr/cms/resource/40/2579440_image2_1.jpg,경북_안동_가람초연재_사랑채2,Type3,http://tong.visitkorea.or.kr/cms/resource/41/2579441_image2_1.jpg,경북_안동_가람초연재_사랑채3,Type3,http://tong.visitkorea.or.kr/cms/resource/94/2965494_image2_1.JPG,가람초연재_사랑채_1,Type1,http://tong.visitkorea.or.kr/cms/resource/85/2965485_image2_1.JPG,가람초연재_사랑채_2,Type1
1865597,32,,별채B,5,0,4,7,100000,100000,100000,100000,,,,,Y,Y,,,Y,Y,Y,,Y,,Y,17,http://tong.visitkorea.or.kr/cms/resource/34/2579434_image2_1.jpg,경북_안동_가람초연재_별채B_1,Type3,http://tong.visitkorea.or.kr/cms/resource/35/2579435_image2_1.jpg,경북_안동_가람초연재_별채B_2,Type3,http://tong.visitkorea.or.kr/cms/resource/37/2579437_image2_1.jpg,경북_안동_가람초연재_별채B_3,Type3,http://tong.visitkorea.or.kr/cms/resource/18/2965518_image2_1.JPG,가람초연재_별채B,Type1,,,
1896032,32,40590,더블룸,0,4,2,2,55000,55000,65000,65000,"※ 위 정보는 2024년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
",Y,,,Y,Y,,Y,Y,,Y,,,Y,Y,0,,,,,,,,,,,,,,,
1896032,32,40591,트윈룸,0,3,2,3,55000,55000,65000,65000,"※ 위 정보는 2024년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
",Y,,,Y,Y,,Y,Y,,Y,,,Y,Y,0,,,,,,,,,,,,,,,
1896032,32,40593,다인실,0,1,3,6,70000,70000,80000,80000,"※ 위 정보는 2024년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
",Y,,,Y,,,Y,Y,,Y,,,,Y,0,http://tong.visitkorea.or.kr/cms/resource/26/2007526_image2_1.JPG,가름게스트하우스_6인실1,Type3,http://tong.visitkorea.or.kr/cms/resource/27/2007527_image2_1.JPG,가름게스트하우스_6인실2,Type3,,,,,,,,,
1896032,32,54264,트리플룸,0,1,2,3,70000,70000,80000,80000,"※ 위 정보는 2024년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
",Y,,,Y,,,Y,Y,,Y,,,Y,Y,0,,,,,,,,,,,,,,,
582215,32,14634,눈색이꽃,11,1,4,8,120000,150000,180000,180000,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,,Y,Y,,Y,,Y,39,,,,,,,,,,,,,,,
582215,32,14632,해오라비,14,1,6,8,120000,150000,180000,180000,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,,Y,Y,,Y,,Y,49,,,,,,,,,,,,,,,
582215,32,38223,달맞이꽃,10,1,2,4,80000,100000,120000,120000,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,,Y,Y,,Y,,Y,33,,,,,,,,,,,,,,,
582215,32,14636,하늘나리,7,1,2,4,80000,100000,120000,120000,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,,Y,Y,,Y,,Y,26,,,,,,,,,,,,,,,
582215,32,14642,송백향,20,1,12,16,250000,300000,350000,350000,※ 객실 가격 전화문의 요망,Y,,,Y,Y,,Y,,Y,Y,Y,Y,,Y,66,,,,,,,,,,,,,,,
582215,32,14643,외갓집,20,1,8,10,180000,230000,270000,270000,※ 객실 가격 전화문의 요망,,,,Y,Y,,Y,,Y,Y,,Y,,Y,66,,,,,,,,,,,,,,,
1781984,32,37558,일반실,0,28,0,0,40000,40000,0,0,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2022년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망

",Y,,,Y,Y,,Y,Y,Y,,,Y,,Y,0,,,,,,,,,,,,,,,
143017,32,14958,스탠다드 더블,7,0,2,2,0,0,0,0,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,23,,,,,,,,,,,,,,,
143017,32,14966,스위트 트윈,15,0,2,2,0,0,0,0,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,29,,,,,,,,,,,,,,,
143017,32,14960,디럭스 더블,9,0,2,2,0,0,0,0,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,29,,,,,,,,,,,,,,,
143017,32,50872,스탠다드 트윈,7,0,2,2,0,0,0,0,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,23,,,,,,,,,,,,,,,
143017,32,50873,디럭스 트윈,9,0,2,2,0,0,0,0,※ 객실 가격 전화문의 요망,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,Y,Y,29,,,,,,,,,,,,,,,
2950408,32,57552,일반(온돌),5,0,2,4,50000,55000,60000,70000,,Y,Y,,Y,Y,,,Y,Y,Y,,,,Y,19,http://tong.visitkorea.or.kr/cms/resource/10/_/api/depot/public/depot-flow/query/download-image/6474d2fa-485c-4486-b85c-923b56e7a110,가비원모텔_객실사진추가_일반_온돌,Type1,,,,,,,,,,,,
2950408,32,57553,일반(침대),5,0,2,2,50000,55000,60000,70000,,Y,Y,,Y,Y,,,Y,Y,Y,,,,Y,19,,,,,,,,,,,,,,,
942523,32,23071,그랜드룸,48,1,15,25,250000,320000,350000,350000,"※ 객실 가격 전화문의 요망<br/>※ 위 정보는 2022년 09월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,Y,Y,,,Y,Y,Y,158,http://tong.visitkorea.or.kr/cms/resource/33/1893433_image2_1.jpg,경기_양평_가시버시펜션04,Type3,http://tong.visitkorea.or.kr/cms/resource/32/1893432_image2_1.jpg,경기_양평_가시버시펜션03,Type3,http://tong.visitkorea.or.kr/cms/resource/31/1893431_image2_1.jpg,경기_양평_가시버시펜션02,Type3,,,,,,
136485,32,58232,스탠다드 더블,8,0,2,2,80000,80000,0,0,"※ 위 정보는 2023년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,Y,Y,Y,,,Y,Y,26,,,,,,,,,,,,,,,
136485,32,58233,패밀리 트윈,8,0,3,4,120000,120000,0,0,"※ 위 정보는 2023년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,Y,Y,Y,,,Y,Y,26,,,,,,,,,,,,,,,
136485,32,58234,패밀리 온돌,12,0,4,6,110000,110000,0,0,"※ 위 정보는 2023년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,Y,Y,Y,,,Y,Y,41,,,,,,,,,,,,,,,
136485,32,58235,스탠다드 온돌,8,0,2,4,120000,120000,0,0,"※ 위 정보는 2023년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,Y,Y,Y,,,Y,Y,26,,,,,,,,,,,,,,,
136485,32,58236,디럭스 더블,11,0,3,4,120000,120000,0,0,"※ 위 정보는 2023년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,Y,Y,Y,,,Y,Y,37,,,,,,,,,,,,,,,
136485,32,58237,디럭스 패밀리 더블,11,0,3,4,140000,140000,0,0,"※ 위 정보는 2023년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,Y,Y,Y,,,Y,Y,37,,,,,,,,,,,,,,,
136485,32,58238,디럭스 온돌,11,0,3,4,0,0,0,0,"※ 위 정보는 2023년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,Y,Y,Y,,,Y,Y,36,,,,,,,,,,,,,,,
136485,32,58239,디럭스 패밀리 온돌,15,0,4,8,0,0,0,0,"※ 위 정보는 2023년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,Y,Y,Y,,,Y,Y,50,,,,,,,,,,,,,,,
136485,32,58240,가야 스위트,16,0,2,4,150000,150000,0,0,"※ 위 정보는 2023년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,Y,Y,Y,,,Y,Y,52,,,,,,,,,,,,,,,
136485,32,58241,디럭스 스위트,18,0,4,5,180000,180000,0,0,"※ 위 정보는 2023년 10월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,,Y,Y,Y,,,Y,Y,60,,,,,,,,,,,,,,,
2707444,32,,별채 (독채),35,0,8,12,600000,700000,600000,700000,,Y,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,120.84,http://tong.visitkorea.or.kr/cms/resource/25/3067825_image2_1.jpg,가영당_2023_별채_방,Type1,http://tong.visitkorea.or.kr/cms/resource/16/3067816_image2_1.jpg,가영당_2023_별채_거실,Type1,http://tong.visitkorea.or.kr/cms/resource/15/3067815_image2_1.jpg,가영당_2023_별채_누마루,Type1,,,,,,
2707444,32,,사랑채(꽃내음1실),10,0,3,4,200000,250000,200000,250000,,Y,,,Y,,,,,Y,Y,,Y,,Y,33,http://tong.visitkorea.or.kr/cms/resource/33/2948633_image2_1.jpg,가영당_객실사진추가_사랭채1,Type1,,,,,,,,,,,,
2707444,32,,사랑채(꽃내음 2실),7,0,2,3,150000,200000,200000,250000,,Y,,,Y,,,,,Y,Y,,Y,,Y,24,http://tong.visitkorea.or.kr/cms/resource/26/3067826_image2_1.jpg,가영당_2023_사랑채_침실,Type1,,,,,,,,,,,,
2593271,32,57294,I(3인 복층),6,0,3,5,80000,130000,100000,130000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,20,,,,,,,,,,,,,,,
2593271,32,57296,T(3인복층),6,0,3,5,80000,130000,100000,130000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,20,,,,,,,,,,,,,,,
2593271,32,57297,R(3인 온돌),6,0,3,5,80000,130000,100000,130000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,20,,,,,,,,,,,,,,,
2593271,32,57281,Z(2인온돌),4,0,2,4,70000,110000,90000,110000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,15,,,,,,,,,,,,,,,
2593271,32,49751,수(2인온돌),4,0,2,4,70000,110000,90000,110000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,15,,,,http://tong.visitkorea.or.kr/cms/resource/55/2596955_image2_1.png,[전북 전주] 가은채 수,Type3,,,,,,,,,
2593271,32,49752,금(2인온돌),4,0,2,4,70000,110000,90000,110000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,15,,,,,,,,,,,,,,,
2593271,32,49753,지(2인온돌),4,0,2,4,70000,110000,90000,110000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,15,,,,,,,,,,,,,,,
2593271,32,49754,화(2인온돌),4,0,2,4,70000,110000,90000,110000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,15,,,,,,,,,,,,,,,
2593271,32,49756,명(2인온돌),4,0,2,4,70000,110000,90000,110000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,15,,,,,,,,,,,,,,,
2593271,32,49757,천(3인복층),6,0,3,5,80000,130000,100000,130000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,20,http://tong.visitkorea.or.kr/cms/resource/57/2596957_image2_1.png,[전북 전주] 가은채 천,Type3,,,,,,,,,,,,
2593272,32,49759,G방(2인 온돌),5,0,2,4,70000,110000,90000,110000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,18,,,,,,,,,,,,,,,
2593272,32,49761,E방(3인 복층),6,0,3,6,80000,130000,100000,130000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,23,,,,,,,,,,,,,,,
2593272,32,49763,N방(3인 온돌),6,0,3,6,80000,130000,100000,130000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,20,,,,,,,,,,,,,,,
2593272,32,49760,A방(3인 복층),6,0,3,6,80000,130000,100000,130000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,23,,,,,,,,,,,,,,,
2593272,32,49762,U방(3인복층),6,0,3,6,80000,130000,100000,130000,,Y,,,Y,Y,,Y,Y,Y,Y,,,,Y,23,,,,,,,,,,,,,,,
2376711,32,,세이지 / 타임,15,2,4,6,120000,150000,0,0,"※ 위 정보는 2024년 06월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,49,,,,,,,,,,,,,,,
2376711,32,,페퍼민트,25,1,6,8,150000,190000,0,0,"※ 위 정보는 2024년 06월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,82,http://tong.visitkorea.or.kr/cms/resource/90/2376690_image2_1.jpg,가을동화펜션_특실,Type3,,,,,,,,,,,,
2376711,32,,스테비아 / 레몬밤 / 로즈마리 / 라벤다,10,3,2,4,80000,110000,0,0,"※ 위 정보는 2024년 06월에 수정된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,33,,,,,,,,,,,,,,,
2708335,32,53740,가재동,35,0,4,10,180000,230000,270000,270000,,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,115.7,http://tong.visitkorea.or.kr/cms/resource/88/2707788_image2_1.jpg,강원_가재와곰펜션_가재동 3,Type3,http://tong.visitkorea.or.kr/cms/resource/89/2707789_image2_1.jpg,강원_가재와곰펜션_가재동 4,Type3,http://tong.visitkorea.or.kr/cms/resource/86/2707786_image2_1.jpg,강원_가재와곰펜션_가재동 1,Type3,http://tong.visitkorea.or.kr/cms/resource/87/2707787_image2_1.jpg,강원_가재와곰펜션_가재동 2,Type3,http://tong.visitkorea.or.kr/cms/resource/90/2707790_image2_1.jpg,강원_가재와곰펜션_가재동 5,Type3
2708335,32,53741,와동,35,0,4,10,180000,230000,270000,270000,,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,115.7,http://tong.visitkorea.or.kr/cms/resource/99/2707799_image2_1.jpg,강원_가재와곰펜션_와동 4,Type3,http://tong.visitkorea.or.kr/cms/resource/00/2707800_image2_1.jpg,강원_가재와곰펜션_와동 5,Type3,http://tong.visitkorea.or.kr/cms/resource/97/2707797_image2_1.jpg,강원_가재와곰펜션_와동 2,Type3,http://tong.visitkorea.or.kr/cms/resource/96/2707796_image2_1.jpg,강원_가재와곰펜션_와동 1,Type3,http://tong.visitkorea.or.kr/cms/resource/98/2707798_image2_1.jpg,강원_가재와곰펜션_와동 3,Type3
2708335,32,53742,곰동,40,0,4,12,230000,280000,320000,320000,,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,132.2,http://tong.visitkorea.or.kr/cms/resource/95/2707795_image2_1.jpg,강원_가재와곰펜션_곰동 5,Type3,http://tong.visitkorea.or.kr/cms/resource/94/2707794_image2_1.jpg,강원_가재와곰펜션_곰동 4,Type3,http://tong.visitkorea.or.kr/cms/resource/92/2707792_image2_1.jpg,강원_가재와곰펜션_곰동 2,Type3,http://tong.visitkorea.or.kr/cms/resource/93/2707793_image2_1.jpg,강원_가재와곰펜션_곰동 3,Type3,http://tong.visitkorea.or.kr/cms/resource/91/2707791_image2_1.jpg,강원_가재와곰펜션_곰동 1,Type3
2708335,32,53743,황토방,12,0,2,4,100000,120000,130000,130000,,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,39.6,http://tong.visitkorea.or.kr/cms/resource/05/2707805_image2_1.jpg,강원_가재와곰펜션_황토방 5,Type3,http://tong.visitkorea.or.kr/cms/resource/04/2707804_image2_1.jpg,강원_가재와곰펜션_황토방 4,Type3,http://tong.visitkorea.or.kr/cms/resource/01/2707801_image2_1.jpg,강원_가재와곰펜션_황토방 1,Type3,http://tong.visitkorea.or.kr/cms/resource/02/2707802_image2_1.jpg,강원_가재와곰펜션_황토방 2,Type3,http://tong.visitkorea.or.kr/cms/resource/03/2707803_image2_1.jpg,강원_가재와곰펜션_황토방 3,Type3
1351349,32,33106,특실(101호/102호/201호),31,3,4,6,150000,150000,0,0,"※ 위 정보는 2024년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,Y,,Y,Y,,Y,,Y,,,Y,Y,Y,102,,,,,,,,,,,,,,,
1351349,32,33108,VIP (201호~203호),15,3,2,2,70000,70000,0,0,"※ 위 정보는 2024년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,49,,,,,,,,,,,,,,,
1351349,32,33107,커플룸(302호~307호),12,6,2,2,50000,50000,0,0,"※ 위 정보는 2024년 05월에 작성된 정보로(정상요금), 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망",Y,,,Y,Y,,Y,,Y,,,Y,Y,Y,39,,,,,,,,,,,,,,,
3102216,32,,자스민[스파],15,1,2,3,89000,189000,89000,189000,"거실+객실분리형(침대룸1개+화장실1개)
복층,스파시설보유,테라스바베큐가능
기준 인원 초과시 추가요금 20,000원 발생",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,50,,,,,,,,,,,,,,,
3102216,32,,비너스[복층+스파],17,1,4,6,119000,239000,119000,239000,"거실+객실분리형(침대룸3개+화장실2개)
테라스바베큐가능
기준 인원 초과시 추가요금 20,000원 발생",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,59,,,,,,,,,,,,,,,
3102216,32,,모닝글로리,30,1,4,8,179000,349000,179000,349000,"거실+객실분리형(침대룸2개+화장실2개)
테라스바베큐가능",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,99,,,,,,,,,,,,,,,
3102216,32,,팡팡[키즈풀빌라],44,1,4,10,199000,499000,199000,499000,"거실+객실분리형(방2개+패밀리침대2개+화장실2개)
개별 온수수영장 + 키즈놀이방
개별전기로스타바베큐 가능, 기준 인원 초과시 추가요금 30,000원 발생",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,148,,,,,,,,,,,,,,,
3102216,32,,바비아나[스파],12,1,2,3,79000,179000,79000,179000,"원룸형(침대룸1개+화장실1개)
복층,스파시설보유,테라스바베큐가능
기준 인원 초과시 추가요금 20,000원 발생",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,40,,,,,,,,,,,,,,,
3102216,32,,폭스[복층+스파],19,0,2,3,89000,199000,89000,199000,"원룸형(침대룸1개+화장실1개)
복층,스파시설보유,테라스바베큐가능
기준 인원 초과시 추가요금 20,000원 발생",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,63,,,,,,,,,,,,,,,
3102216,32,,아이리스[키즈풀빌라],34,1,4,10,169000,299000,169000,299000,"원룸형(6인용침대1 +키즈룸+온수수영장+화장실)
테라스바베큐가능
기준 인원 초과시 추가요금 30,000원 발생",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,,Y,Y,115,,,,,,,,,,,,,,,
3102216,32,,머큐리[복층+스파],17,1,4,6,119000,239000,119000,239000,"거실+객실분리형(침대룸2개+화장실1개)
테라스바베큐가능
기준 인원 초과시 추가요금 20,000원 발생",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,59,,,,,,,,,,,,,,,
3102216,32,,갤럭시[복층+스파+독채],19,1,4,9,139000,259000,139000,259000,"거실+객실분리형(침대룸3개+화장실2개)
테라스바베큐가능",Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,63,,,,,,,,,,,,,,,
